RegionName,datesubstr,ZHVI_sfr,ZHVI_all,ZHVI_1br,ZHVI_2br,ZHVI_3br,ZHVI_4br,ZHVI_5br,ZHVI_con,ZHVI_sfr_CL,ZHVI_all_CL,ZHVI_1br_CL,ZHVI_2br_CL,ZHVI_3br_CL,ZHVI_4br_CL,ZHVI_5br_CL,ZHVI_con_CL
08620,2000-06,253788.32961294046,253569.92030238386,,205381.41574359775,229539.99270864067,288059.72528131114,,,262191.1458014649,262550.0759439889,,262993.87048990023,211941.50314967887,269381.1111118823,325765.6670022713,219960.4601989196
08620,2000-07,254432.57904296255,254219.9945233922,,204703.3791944627,230066.43520454067,289363.14244932495,,,260502.63412217642,260880.1069165495,,259516.98221954438,210485.14139224423,268632.5799368171,324794.6805238641,219559.79135857872
08620,2000-08,257045.28766269865,256836.31116778182,,205451.7213608034,232273.3315472412,292537.3813419666,,,259936.27799018298,260326.49259160852,,256807.4608516576,210071.8809067709,269025.8503825321,325649.1659829828,219559.00239236085
08620,2000-09,258171.02677499942,257965.69274842262,,205441.3456741126,233145.74193494848,293281.56174057577,,,258112.80664666742,258503.6743503078,,254691.63879399493,209107.25458500464,267209.29257011914,325176.99044675194,217859.85024835533
08620,2005-02,400629.38099340245,400583.66608890414,,313732.56510731485,372748.0586201887,447500.9562774052,,,369098.816466263,370044.2376341566,,350787.58982550184,296928.3608818336,391394.6154991016,468469.3051399222,314214.11014079483
08620,2005-03,402139.9580834727,402100.33156195143,,316206.9929624017,374364.2711439466,449473.11745042045,,,372937.2106324211,373895.67240362987,,355463.7351483047,300199.2756274348,395199.81209720613,470492.3665673458,317971.12949772226
08620,2005-04,403581.9362218609,403548.1302792152,,319907.14334184193,375205.71141693095,451769.56489109533,,,376559.07275882317,377551.69365349546,,360520.46083289664,303506.48840449273,398555.4870829002,471573.0320435881,322634.0599033012
08620,2005-05,407627.0399798724,407600.0376384753,,325887.0944210864,378142.14818960597,457309.5618826633,,,382445.2212157935,383455.2815034351,,367182.6587561321,308302.8620392187,405329.54611476045,478932.6289343969,328233.03541920363
08620,2005-06,411956.21870366135,411932.47148222424,,331090.9568425961,381486.89232949045,463603.999589178,,,389132.4524365303,390162.55715987267,,374819.3849433567,313487.52281758806,412772.010260164,488821.134310635,334505.9890825139
08620,2005-07,415468.56617303396,415446.714512922,,334643.6599021658,384365.5835690006,468358.77402700693,,,394488.0985080848,395521.064237541,,380583.546539327,317347.6313028525,419252.97898560483,497353.58900789806,338786.0152205412
08620,2005-08,419663.2034366358,419638.42094253143,,337363.13287725014,387793.34709978977,473315.21232909424,,,399080.5479988721,400131.8485592888,,385262.0543360053,320601.96951763745,425433.5082787885,506036.270870686,342849.1080296576
08620,2005-09,420558.5989213674,420535.7278768657,,336193.8367362844,388403.37067024247,473908.55816356215,,,400724.2063423903,401781.1900564938,,386093.45317102666,321868.96694847173,429290.21349958976,510792.8357860027,344008.22296134295
08620,2005-10,425368.4709529087,425347.6704679658,,338024.11486258433,393207.8094644876,478473.0789796714,,,407195.2736520037,408273.2784235627,,391367.8783565831,327185.88287372486,437633.9282195786,519204.1160760438,349382.70460605127
08620,2005-11,431261.2239646269,431245.58913081145,,341573.74442506506,399430.880995719,484325.52412751684,,,415466.0918407545,416572.2166805311,,397852.3547437195,333995.04263107356,447189.35536234063,527192.4616038442,356478.6412179385
08620,2005-12,434707.5346092832,434693.47151314735,,343828.6067629945,403240.6484573731,487508.9277396791,,,420664.5755964686,421785.8766573013,,401728.80249624286,338173.6369239762,453048.12047472276,529505.0892357967,360712.28800992714
08620,2006-01,435443.31496653834,435432.6915298871,,344903.8347177738,404080.46327913523,488038.70680719864,,,421952.4091749854,423089.4791275615,,401722.8580242928,339366.26019856695,454801.55890130415,527925.3102432104,361969.377697994
08620,2006-02,438876.48566874815,438868.7748413623,,347917.6486817468,407484.8225670257,491758.15099105745,,,426965.730724451,428127.63035664684,,405071.08260604966,343421.9777240121,461219.2085130953,533990.058037712,366105.1807499729
08620,2006-03,442091.0167314781,442083.15669813677,,350544.3444312397,410539.81411002134,495577.52888798027,,,431949.45431468706,433144.4054948212,,408378.58003216505,347410.21662075166,467663.6810082818,541369.7534081736,370472.15007569286
08620,2006-04,443340.29873111413,443330.7859273787,,350994.6885388237,412030.9815259888,497302.3647306591,,,435562.07036325324,436763.76314820204,,411067.62087227474,350060.97927381896,472456.28503295465,547469.6715482635,372671.9297619642
08620,2006-05,445416.75082154706,445403.18762084236,,351799.9275432253,414329.5220622787,499538.1691551155,,,439315.01237661357,440511.8818895083,,413962.9180554874,352806.6402418791,476611.18844649947,551457.2363675939,374963.8634344842
08620,2006-06,447421.5718822953,447405.9427975693,,352992.9495830723,416693.230312598,501175.2266740803,,,442650.07535249856,443826.93192647875,,416646.1450039507,355149.80885537696,479732.4139423804,554885.854266963,376356.1404862318
08620,2006-07,447666.4443051396,447648.97995881626,,353746.4776063215,417249.49123241147,500735.30551417044,,,443408.86635239766,444559.25019547465,,416829.165758531,355157.1457817564,479233.732856921,555508.9810832501,375626.3916042115
08620,2006-08,447074.7524526403,447059.7117246769,,354858.5264796902,416888.80347858684,499592.64935228234,,,442350.38538567786,443485.8904651358,,416154.48712748283,354177.0066610353,476168.4451647511,553665.6493918784,373769.36546822824
08620,2006-09,449675.96587563487,449663.2904656122,,359057.85773924855,419397.03242000367,502509.72138550866,,,444891.1378097078,446055.4326679329,,419076.303200371,356250.0848368683,477553.2225148332,556270.8875926258,376556.0834546945
08620,2006-10,451282.6010043918,451273.09756938746,,362586.2196632544,420771.58312975086,504720.51300611626,,,447438.2543089519,448649.24408986594,,422692.3273053459,358600.9527153338,479535.6663009777,559636.66133522,379817.83784301433
08620,2006-11,450218.7400286691,450210.2064076831,,363567.5192831644,419397.0887353194,504221.7529171676,,,447450.47181402764,448699.8204462057,,422919.3696478945,358889.4435019371,480283.2544832346,561127.8724827811,380920.88467874017
08620,2006-12,446259.4835151481,446251.9370800246,,361921.04165152763,415477.4294824415,500194.4101765164,,,444502.93932279194,445761.26879059593,,420221.96480266965,356884.1278714626,478083.70642391924,558875.630093152,378722.6395197805
08620,2007-01,444143.50515266566,444136.87239087356,,360593.665383454,413349.91058212565,497931.08051369,,,443292.44892881217,444542.2621300134,,418116.9852685608,356267.5653250953,477794.17167219124,558971.0103937356,377764.98761148687
08620,2007-02,441420.629832637,441415.795523212,,358746.0590453267,410856.16773343505,494685.5187393827,,,442932.9152463779,444138.1698721379,,415900.6054872931,356056.7552440604,477328.6555167342,557742.5804306465,375984.7392957892
