RegionName,year,Total_Households,Pct_200k,Re_med_inc,Re_mean_inc,Tot_Pop_16,LFP_Pop_16,EPR_Pop_16,UER_Pop_16,avg_comm
80904,2012.0,9994.0,2.9,38456.04821026021,52686.09364649295,17382.0,67.0,59.5,10.2,18.875
80904,2012.0,9994.0,2.9,38412.139777770266,52625.93760098906,17382.0,67.0,59.5,10.2,18.875
80904,2002.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2012.0,9994.0,2.9,38330.211016764115,52513.69241263506,17382.0,67.0,59.5,10.2,18.875
80904,2022.0,,,,,,,,,
80904,2013.0,10065.0,2.3,38333.601540169584,51835.94876598834,17619.0,67.1,60.2,9.0,19.771
80904,2001.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2021.0,10552.0,9.4,62491.28533917254,91446.13703941765,18828.0,62.6,58.4,4.5,20.304000000000002
80904,2000.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2003.0,,,,,,,,,
80904,2003.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2003.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2012.0,9994.0,2.9,38903.375880722975,53298.94776524716,17382.0,67.0,59.5,10.2,18.875
80904,2002.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2011.0,10012.0,2.8,35712.73592304073,49874.57033512836,17141.0,66.5,59.8,9.3,19.361
80904,2011.0,10012.0,2.8,35827.53360663552,50034.89087615598,17141.0,66.5,59.8,9.3,19.361
80904,2011.0,10012.0,2.8,36012.88907888141,50293.74879612743,17141.0,66.5,59.8,9.3,19.361
80904,2011.0,10012.0,2.8,36181.93714459695,50529.83263080524,17141.0,66.5,59.8,9.3,19.361
80904,2011.0,10012.0,2.8,36297.057747132945,50690.60414381888,17141.0,66.5,59.8,9.3,19.361
80904,2022.0,,,,,,,,,
80904,2003.0,,,,,,,,,
80904,2012.0,9994.0,2.9,38864.009699869915,53245.01475893333,17382.0,67.0,59.5,10.2,18.875
80904,2012.0,9994.0,2.9,38968.817950602635,53388.60562617059,17382.0,67.0,59.5,10.2,18.875
80904,2002.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2011.0,10012.0,2.8,36678.58647615475,51223.427545293234,17141.0,66.5,59.8,9.3,19.361
80904,2002.0,,,,,,,,,
80904,2021.0,10552.0,9.4,61517.891126495044,90021.72817852191,18828.0,62.6,58.4,4.5,20.304000000000002
80904,2021.0,10552.0,9.4,62044.20052589656,90791.89895035967,18828.0,62.6,58.4,4.5,20.304000000000002
80904,2008.0,,,,,,,,,
80904,2008.0,,,,,,,,,
80904,2008.0,,,,,,,,,
80904,2008.0,,,,,,,,,
80904,2012.0,9994.0,2.9,38679.459698178434,52992.17498147061,17382.0,67.0,59.5,10.2,18.875
80904,2022.0,,,,,,,,,
80904,2002.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2002.0,,,,,,,,,
80904,2012.0,9994.0,2.9,38898.66539754398,53292.494243124136,17382.0,67.0,59.5,10.2,18.875
80904,2000.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2013.0,10065.0,2.3,38541.75018867693,52117.41417091332,17619.0,67.1,60.2,9.0,19.771
80904,2013.0,10065.0,2.3,38433.373905074135,51970.86421842853,17619.0,67.1,60.2,9.0,19.771
80904,2013.0,10065.0,2.3,38353.12581721558,51862.350131474144,17619.0,67.1,60.2,9.0,19.771
80904,2013.0,10065.0,2.3,38369.009974812325,51883.82920847955,17619.0,67.1,60.2,9.0,19.771
80904,2013.0,10065.0,2.3,38460.34388099361,52007.333901260616,17619.0,67.1,60.2,9.0,19.771
80904,2009.0,,,,,,,,,
80904,2004.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2004.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2010.0,,,,,,,,,
80904,2020.0,10368.0,8.3,55241.61310620343,80633.45995036275,18605.0,63.2,60.1,3.5,20.328
80904,2020.0,10368.0,8.3,55476.64325453086,80976.521873914,18605.0,63.2,60.1,3.5,20.328
80904,2021.0,10552.0,9.4,58421.01095648591,85489.93263480328,18828.0,62.6,58.4,4.5,20.304000000000002
80904,2021.0,10552.0,9.4,58658.017091945796,85836.75372233278,18828.0,62.6,58.4,4.5,20.304000000000002
80904,2004.0,,,,,,,,,
80904,2011.0,10012.0,2.8,36392.157375314855,50823.41539369971,17141.0,66.5,59.8,9.3,19.361
80904,2004.0,,,,,,,,,
80904,2011.0,10012.0,2.8,36506.95505890965,50983.73593472732,17141.0,66.5,59.8,9.3,19.361
80904,2011.0,10012.0,2.8,36586.231658972996,51094.44955729351,17141.0,66.5,59.8,9.3,19.361
80904,2011.0,10012.0,2.8,36610.93495797441,51128.94891422351,17141.0,66.5,59.8,9.3,19.361
80904,2021.0,10552.0,9.4,60706.72928259714,88834.72079444212,18828.0,62.6,58.4,4.5,20.304000000000002
80904,2011.0,10012.0,2.8,36687.30528756701,51235.603788915585,17141.0,66.5,59.8,9.3,19.361
80904,2005.0,,,,,,,,,
80904,2005.0,,,,,,,,,
80904,2005.0,,,,,,,,,
80904,2005.0,,,,,,,,,
80904,2005.0,,,,,,,,,
80904,2005.0,,,,,,,,,
80904,2005.0,,,,,,,,,
80904,2006.0,,,,,,,,,
80904,2006.0,,,,,,,,,
80904,2006.0,,,,,,,,,
80904,2006.0,,,,,,,,,
80904,2022.0,,,,,,,,,
80904,2009.0,,,,,,,,,
80904,2009.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2000.0,,,,,,,,,
80904,2010.0,,,,,,,,,
80904,2010.0,,,,,,,,,
80904,2010.0,,,,,,,,,
80904,2013.0,10065.0,2.3,38535.62816960318,52109.135776650815,17619.0,67.1,60.2,9.0,19.771
80904,2013.0,10065.0,2.3,38627.62391568433,52233.535430973774,17619.0,67.1,60.2,9.0,19.771
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2001.0,,,,,,,,,
80904,2020.0,10368.0,8.3,55104.82979465432,80433.80409215186,18605.0,63.2,60.1,3.5,20.328
80904,2004.0,,,,,,,,,
80904,2004.0,,,,,,,,,
80904,2004.0,,,,,,,,,
