ZIP,Date,Forecast_ZHVI,Lower_95_CI,Upper_95_CI,MAE,MSE,RMSE
80926,2025-07-31,660176.4428716737,607977.9727117692,716856.4574449088,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-08-31,660112.4664734765,600959.7520575604,725087.6067852883,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-09-30,660477.8486502888,594461.7607231024,733825.1463426059,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-10-31,661037.9545482998,588283.050228162,742790.6977498732,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-11-30,662131.4998760825,582729.8408999324,752352.2777743532,13579.804604182505,186219685.29764935,13646.233373999192
80927,2024-12-31,515661.2454149262,512663.9878454582,518676.02626114216,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-01-31,515539.453799925,509086.64305324527,522074.05566625134,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-02-28,515907.6430074504,505488.6590128136,526541.3800446035,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-03-31,516702.36092846707,501964.74964956753,531872.6663086149,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-04-30,518032.8339057202,498722.2757952824,538091.0980494247,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-05-31,519111.8970209047,495076.38629822433,544314.3100473279,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-06-30,519563.61214632,490737.9860502454,550082.4365344576,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-07-31,519716.0613459693,486076.0280485894,555684.2321670037,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-08-31,519861.6625120572,481403.7943676002,561391.8114310341,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-09-30,520216.0714598474,476945.34977489617,567412.5161988554,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-10-31,520370.82174404163,472344.2224727044,573280.6272193097,4576.370355497551,21150177.13519698,4598.932173363397
80927,2025-11-30,520513.93886154715,467790.09088458866,579180.2046016542,4576.370355497551,21150177.13519698,4598.932173363397
80951,2024-12-31,436446.49087777536,434676.14810244227,438224.043879747,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-01-31,436594.99507814035,432698.79092310026,440526.2823143819,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-02-28,437183.3567026007,430759.3515449242,443703.1644055217,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-03-31,438062.3531128861,428791.451245883,447533.7011902271,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-04-30,439027.3974566323,426651.34554324154,451762.44662284525,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-05-31,439743.06879803666,424059.12056168524,456007.0923596274,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-06-30,440437.0432763869,421274.0874036939,460471.6855137504,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-07-31,441198.7470158198,418410.81048445206,465227.78448995814,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-08-31,442048.5434399169,415511.04271819926,470280.9183578729,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-09-30,442667.98016843107,412296.42461295996,475276.8371696399,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-10-31,443150.28738073265,408876.520331241,480297.02719669964,6461.736168728729,42004438.51877988,6481.083128519483
80951,2025-11-30,443632.61440130835,405395.5094432734,485476.26201093715,6461.736168728729,42004438.51877988,6481.083128519483
