ZIP,Date,Forecast_ZHVI,Lower_95_CI,Upper_95_CI,MAE,MSE,RMSE
80915,2025-03-31,383552.164790955,370956.04896362324,396575.9920260905,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-04-30,383985.7337711235,367592.51997282635,401110.021908628,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-05-31,384014.86106984445,363755.33486431494,405402.7512132545,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-06-30,384130.2952005931,359965.9749686571,409916.75311463187,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-07-31,384453.4314261153,356370.3228149074,414749.57782071485,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-08-31,384952.76558716025,352959.5934438277,419845.8817546968,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-09-30,385210.8300988907,349369.3014523142,424729.31367649086,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-10-31,385111.45109710016,345516.5090761705,429243.8302374098,1774.7986582578258,3299926.571514284,1816.5700018205418
80915,2025-11-30,384941.8558636767,341676.54247671313,433685.7055554841,1774.7986582578258,3299926.571514284,1816.5700018205418
80916,2024-12-31,351317.10255448637,349299.618732959,353346.23895377753,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-01-31,351111.5163905003,346729.5417830841,355548.8704771535,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-02-28,350919.5547481836,343792.5696046022,358194.2857179626,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-03-31,350840.18499846465,340694.8843440393,361287.59504783107,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-04-30,350939.9586273312,337573.771834343,364835.3777371971,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-05-31,350746.4503991067,334029.88146823755,368299.6021997245,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-06-30,350538.8079088189,330377.1956125601,371930.80358438747,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-07-31,350402.50266795105,326728.9680080951,375791.33134262334,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-08-31,350383.165083949,323151.358370092,379909.78281342785,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-09-30,350349.0446713674,319541.6115153357,384126.6635667854,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-10-31,350069.3247590401,315708.93019045563,388169.35606896266,1498.3499941163172,2386866.7151538124,1544.9487742814686
80916,2025-11-30,349815.5299271594,311916.6077181188,392319.2992942741,1498.3499941163172,2386866.7151538124,1544.9487742814686
80917,2024-12-31,409354.29869997816,406815.58109251584,411908.85908089846,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-01-31,408190.23842635064,402746.8568649554,413707.19077375677,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-02-28,408579.71082359785,399800.82512472634,417551.3645941456,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-03-31,409229.06777662394,396827.6903221141,422018.0042813714,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-04-30,409991.7895780521,393775.4129608414,426875.9856221131,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-05-31,410312.7812343994,390180.6418516254,431483.6780352864,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-06-30,410569.87119964394,386461.4655840037,436182.217759176,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-07-31,411045.0252858574,382919.6890618257,441236.159013415,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-08-31,411849.8909088561,379680.0471835865,446745.44764692424,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-09-30,412490.94923785067,376304.18657904654,452157.5610145427,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-10-31,412920.5207168744,372770.0827076754,457395.49480638624,3478.9107477924554,12180931.657850528,3490.1191466553873
80917,2025-11-30,413165.2433437027,369119.8217380523,462466.4086135235,3478.9107477924554,12180931.657850528,3490.1191466553873
80918,2024-12-31,441503.8493360829,438604.3529846343,444422.5134842824,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-01-31,440544.8399702827,434386.89324382634,446790.08285708743,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-02-28,440835.67794971034,431000.3204089052,450895.4767574354,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-03-31,441421.8180128352,427654.2532599909,455632.6049195079,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-04-30,442223.79268953134,424372.2359750026,460826.2893810826,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-05-31,442692.81099364324,420700.076735716,465835.2487740723,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-06-30,443027.87827200507,416885.71343853406,470809.3719674403,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-07-31,443608.2171648103,413322.6202647588,476112.94588737097,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-08-31,444251.7965369444,409861.9278366839,481527.18103874184,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-09-30,444843.50754512404,406415.01747854403,486905.59574486164,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-10-31,445149.4005047351,402784.25046559446,491970.5488500762,3732.0941487223704,13963533.869966732,3736.781217835309
80918,2025-11-30,445282.2918847028,399086.5737373207,496825.33193060866,3732.0941487223704,13963533.869966732,3736.781217835309
80919,2024-12-31,604033.684166427,600467.1908854963,607621.360743491,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-01-31,604517.7477209009,596883.7304966855,612249.4024178803,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-02-28,605647.4139208709,593384.4569065545,618163.7987305814,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-03-31,607116.3830819956,589857.9784979324,624879.7440108823,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-04-30,609072.8544081794,586571.8244827867,632437.0290100998,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-05-31,611014.0750889198,583126.1749246739,640235.7088583695,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-06-30,612635.4800134958,579299.9673192494,647889.2672965197,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-07-31,614204.4041996504,575400.8543327309,655624.7654093695,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-08-31,615551.8353980082,571309.3930133489,663220.4313381617,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-09-30,616971.2911968067,567327.8401340168,670958.742428602,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-10-31,618371.1228537249,563390.3829868952,678717.3816353037,16607.335277595063,278279260.3184232,16681.70435892038
80919,2025-11-30,619875.8480450985,559624.0996566719,686614.5815117044,16607.335277595063,278279260.3184232,16681.70435892038
80920,2024-12-31,520904.1391621616,517855.0177245493,523971.2137743559,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-01-31,520362.3960111484,513845.28129775735,526962.1674808303,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-02-28,521042.55287340836,510575.8086345579,531723.86414248,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-03-31,522070.6835939172,507341.7555214772,537227.215583839,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-04-30,523400.1095302596,504203.5519033918,543327.5382970282,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-05-31,524281.57531851757,500517.42063663976,549174.0324819073,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-06-30,524912.5502008467,496538.8712610088,554907.5838888768,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-07-31,525583.8992994563,492588.85241521645,560789.051251148,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-08-31,526278.2251640005,488680.92719571985,566768.1197855357,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-09-30,527021.3378989252,484860.9182594437,572847.7593076522,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-10-31,527611.8324915317,480960.59951821057,578788.0463886774,7360.567267319454,54317719.404961705,7370.055590357627
80920,2025-11-30,528280.9612649542,477204.6653744961,584824.068758862,7360.567267319454,54317719.404961705,7370.055590357627
80921,2024-12-31,722106.2397813044,718171.0751932574,726062.9668088172,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-01-31,724303.3167337718,715808.1083550561,732899.3462188083,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-02-28,727162.2194065389,713407.4248985201,741182.2121243812,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-03-31,730444.0181074996,710937.8538362472,750485.3774629972,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-04-30,734596.8751788845,708967.7070002947,761152.5372655051,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-05-31,738424.8508999433,706434.8931309029,771863.4310516203,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-06-30,741560.0698931145,703075.764413652,782150.8933941047,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-07-31,743958.9728390472,698925.8233497654,791893.6956930166,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-08-31,746335.6362386514,694713.9185792324,801793.1799306889,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-09-30,749037.040735006,690795.4560866026,812189.0256364358,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-10-31,752074.8150247172,687199.7262619761,823074.436410408,32709.247189040412,1088340843.9053156,32990.011274707314
80921,2025-11-30,755349.924188137,683849.5313808875,834326.0933716134,32709.247189040412,1088340843.9053156,32990.011274707314
80922,2024-12-31,456411.04425175756,454063.8043746962,458770.4179632875,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-01-31,456543.561290109,451442.12521293346,461702.6451777037,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-02-28,456889.0875516468,448582.3124303403,465349.68619876757,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-03-31,457536.6216665598,445693.3218297661,469694.6306186894,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-04-30,458230.1592747559,442608.0010832026,474403.7124387557,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-05-31,458738.01776418794,439167.0660577973,479181.1253772865,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-06-30,459148.827887073,435507.98570614285,484072.974708485,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-07-31,459741.8090996311,431933.7254755143,489340.18940408825,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-08-31,460312.7427448693,428279.5530768147,494741.8563671211,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-09-30,460774.7499467405,424490.3118994586,500160.69680942,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-10-31,460964.7796963147,420439.94881591183,505395.66641777265,5296.965475816134,28313210.98186305,5321.015972712641
80922,2025-11-30,461136.56643862947,416381.02191554895,510702.749920091,5296.965475816134,28313210.98186305,5321.015972712641
80923,2024-12-31,472832.36907680123,470359.67893744435,475318.05819714884,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-01-31,472371.59074999957,467014.07286516787,477790.5693049781,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-02-28,472755.5136819144,464046.1874947103,481628.29851758754,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-03-31,473364.5217254373,460969.25086356536,486093.0962500836,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-04-30,474148.9219310722,457822.21009549237,491057.8718352387,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-05-31,474568.65400834795,454150.7922594597,495904.4687488464,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-06-30,474839.4171713747,450219.8184052843,500805.3019484857,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-07-31,475139.1390149033,446239.92324289505,505909.9145213428,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-08-31,475487.9308784978,442260.2169459042,511212.09583897423,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-09-30,475662.0488494274,438098.10444730223,516446.8469934925,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-10-31,475764.00064547756,433871.69867029734,521701.1964686736,3080.1893168864676,9536925.19773993,3088.1912501883576
80923,2025-11-30,475953.5482489391,429743.14722996403,527132.9666358439,3080.1893168864676,9536925.19773993,3088.1912501883576
80924,2024-12-31,664277.0543729032,660835.2972914799,667736.7367858819,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-01-31,666764.6109588572,659310.2097149771,674303.2943768732,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-02-28,668808.944084121,656720.7555802218,681119.6385771553,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-03-31,671289.9094821784,654121.2546447344,688909.1882778476,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-04-30,674357.5506920762,651774.5088329746,697723.062213152,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-05-31,677336.9409287873,649111.0788789098,706790.1727068704,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-06-30,679541.3052150633,645549.0141149174,715323.5082025679,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-07-31,681279.215790829,641450.8334080485,723580.5859079942,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-08-31,682754.4124122825,637059.3206306703,731727.1289696579,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-09-30,684670.3506312484,633063.5059292627,740484.1451813155,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-10-31,686514.0770136613,629007.3148769538,749278.3737024029,21990.29173970921,496717141.376261,22287.15193505579
80924,2025-11-30,688595.2993723745,625193.4364104493,758426.8463215828,21990.29173970921,496717141.376261,22287.15193505579
80925,2024-12-31,456087.9955335829,453558.8065712557,458631.2880624476,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-01-31,455054.818479528,449602.3170772558,460573.444477721,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-02-28,455532.26155596576,446697.4687436316,464541.7891037718,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-03-31,456125.81732513424,443594.04955666664,469011.6141964714,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-04-30,456774.5343574291,440325.35941245564,473838.1989078419,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-05-31,457282.1670045837,436770.80127642356,478756.7750621414,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-06-30,457538.9499413856,432881.35839276476,483601.07603322645,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-07-31,457646.09439792595,428797.80806772434,488435.210668326,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-08-31,457669.31379536766,424615.5632669339,493296.09866006084,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-09-30,457657.87783565547,420405.85275202,498210.7926755769,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-10-31,457636.12607725535,416210.25372236903,503185.1618694078,1173.830074445359,1732061.9350646797,1316.0782404799038
80925,2025-11-30,457748.0571828127,412173.1423847713,508362.2931914287,1173.830074445359,1732061.9350646797,1316.0782404799038
80926,2024-12-31,649358.2382683094,644407.7092447417,654346.7987077984,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-01-31,649982.3095241179,639436.5734347871,660701.9683358672,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-02-28,651622.479043646,634751.6431688515,668941.7188039245,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-03-31,654023.344030225,630359.4105582293,678575.630619486,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-04-30,656430.0727560093,625700.8226815175,688668.4894735845,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-05-31,658676.5945242076,620745.0656117967,698925.9846091677,13579.804604182505,186219685.29764935,13646.233373999192
80926,2025-06-30,659635.7778394624,614535.8928487482,708045.4770328046,13579.804604182505,186219685.29764935,13646.233373999192
