ZIP,Date,Forecast_ZHVI,Lower_95_CI,Upper_95_CI,MAE,MSE,RMSE
80923,2025-06-30,487382.88,429680.65,530559.25,10380.332568370495,117255690.9016421,10828.46669208721
80923,2025-07-31,484596.44,437551.63359375,536840.084375,10380.332568370495,117255690.9016421,10828.46669208721
80923,2025-08-31,486862.38,428746.76796875,539332.8,10380.332568370495,117255690.9016421,10828.46669208721
80923,2025-09-30,489455.6,434308.49140625,539651.2921874999,10380.332568370495,117255690.9016421,10828.46669208721
80923,2025-10-31,485645.2,441271.296875,546448.2875,10380.332568370495,117255690.9016421,10828.46669208721
80923,2025-11-30,487351.47,430936.24375,537823.0765625,10380.332568370495,117255690.9016421,10828.46669208721
80924,2024-12-31,653550.2,600832.0921875,713597.5953125,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-01-31,651967.94,581190.2640625,705680.396875,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-02-28,649096.7,594926.8234375,708948.1890624999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-03-31,647003.8,588486.1375,705215.0812499999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-04-30,647345.8,592699.9375,714606.8781249999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-05-31,650484.06,600293.384375,702645.7562499999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-06-30,647208.06,583880.9359375,710699.4562499999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-07-31,640368.4,579623.384375,715392.8828124999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-08-31,640810.1,580974.58125,711099.303125,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-09-30,637559.6,585494.9640625,701827.090625,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-10-31,637616.7,572116.0359375,701121.3453124999,40520.84520184392,1793037001.5686133,42344.26763528463
80924,2025-11-30,636874.2,573250.0671875,689797.65,40520.84520184392,1793037001.5686133,42344.26763528463
80925,2024-12-31,448487.28,404713.08671875,485100.78203124995,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-01-31,447795.9,413598.76875,493492.25546874997,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-02-28,447437.1,409370.64453125,490171.0921875,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-03-31,447418.56,403666.57734375,485502.16328125,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-04-30,446216.3,395241.2125,487529.7171875,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-05-31,444771.56,398088.96640625,491799.43515624997,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-06-30,441013.4,400901.07109375,478442.79062499997,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-07-31,438563.62,388031.45859375,490377.3640625,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-08-31,434883.03,391910.7875,487811.42343749997,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-09-30,437721.72,395787.54453125,482436.00078124995,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-10-31,435013.84,389831.62265625,484511.88203125,8844.537283893083,91257084.47218549,9552.857398296359
80925,2025-11-30,430518.9,383173.3125,479189.66796874994,8844.537283893083,91257084.47218549,9552.857398296359
80926,2024-12-31,640158.94,581498.5671875,706599.2609374999,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-01-31,641942.75,568552.85625,715832.8203124998,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-02-28,640504.1,575482.415625,709284.0578124999,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-03-31,628646.25,558998.3953125,685538.1406249999,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-04-30,635706.5,573329.840625,715911.3875,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-05-31,629901.3,558394.2375,706234.0140624999,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-06-30,631793.06,560759.721875,709954.790625,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-07-31,622452.2,549362.4109375,691308.29375,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-08-31,625367.4,555071.55,691519.4171875,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-09-30,620523.4,562842.85625,687674.7484375,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-10-31,620094.25,552590.475,710359.4546875,42876.6196379675,2087463823.262552,45688.7713039271
80926,2025-11-30,618262.8,541096.6296875,690502.0296875,42876.6196379675,2087463823.262552,45688.7713039271
80927,2024-12-31,516355.03,480763.79375,553879.05,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-01-31,511036.3,478031.81171875,545138.8375,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-02-28,508504.56,475017.12421875,551073.715625,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-03-31,503083.03,468315.853125,543864.7531249999,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-04-30,505868.47,465106.7328125,547083.3593749999,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-05-31,505222.03,462212.2953125,550978.7078125,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-06-30,506857.16,466331.378125,552427.2359375,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-07-31,500934.3,459630.1875,547238.1078125,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-08-31,501571.47,455614.44296875,545405.0031249999,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-09-30,498252.3,457025.446875,540998.2843749999,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-10-31,498780.47,455271.83515625,543656.3953125,17670.190240100423,375436138.01175624,19376.174493737308
80927,2025-11-30,493504.25,445706.984375,532964.5640624999,17670.190240100423,375436138.01175624,19376.174493737308
80951,2024-12-31,440915.4,395823.19609375,490512.98125,28269.35052633983,881369155.2908664,29687.862086901212
80951,2025-01-31,445487.72,398341.5390625,497212.021875,28269.35052633983,881369155.2908664,29687.862086901212
80951,2025-02-28,444782.03,400516.0578125,489045.17578125,28269.35052633983,881369155.2908664,29687.862086901212
80951,2025-03-31,451158.53,400632.871875,497734.57109375,28269.35052633983,881369155.2908664,29687.862086901212
80951,2025-04-30,452991.6,415731.46171875,506892.24374999997,28269.35052633983,881369155.2908664,29687.862086901212
80951,2025-05-31,452943.75,399520.16640625,511141.17265624995,28269.35052633983,881369155.2908664,29687.862086901212
80951,2025-06-30,461047.47,411513.62890625,513087.4890624999,28269.35052633983,881369155.2908664,29687.862086901212
